review,review_processed,label_text,source_file,review_rating,vader_compound,textblob_polarity,textblob_subjectivity,text_sentiment,normalized_key,label_source,language_pattern,pattern_type
I have tried to register it few time but always failed eventhough after key in the correct code on my message.. trully wasted my time and data.,i have tried to register it few time but always failed eventhough after key in the correct code on my message trully wasted my time and data CONTRAST_FOCUS always failed eventhough after key in the correct code on my message trully wasted my time and data CONTRAST_FOCUS always failed eventhough after key in the correct code on my message trully wasted my time and data,always failed eventhough after key in the correct code on my message.. trully wasted my time and data.,grab_reviews.csv,1.0,-0.7579,-0.2333333333333333,0.43333333333333335,negative,i have tried to register it few time but always failed eventhough after key in the correct code on my message.. trully wasted my time and data.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Difficult interface,difficult interface,difficult interface,foodpanda_reviews.csv,2.0,-0.3612,-0.5,1.0,negative,difficult interface,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"i'v been encountering this bug, i just want to order and it gave me a recapthca and logged me out, i can't even log in to my acc. again because it just says 3 handlers found, it's just frustrating.",i'v been encountering this bug i just wa not NOT_to NOT_order NOT_and NOT_it gave me a recapthca and logged me out i cannot NOT_even NOT_log NOT_in NOT_to my acc again because it just says 3 handlers found it is just frustrating,"i'v been encountering this bug, i just wa not to order and it gave me a recapthca and logged me out, i cannot even log in to my acc. again because it just says 3 handlers found, it is just frustrating.",foodpanda_reviews.csv,1.0,-0.4404,-0.4,0.9,negative,"i'v been encountering this bug, i just want to order and it gave me a recapthca and logged me out, i can't even log in to my acc. again because it just says 3 handlers found, it's just frustrating.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"I booked a taxi to go to justice hall to testify. The private car was 300m away. After 12mn the driver was still taking the wrong way and never listen to our instruction, we had to cancel or I would be late to court. I got overcharged by grab for canceling whole it's entirely the drivers fault. Read the messages exchange with that driver. Why don't you take it from him With grab, the client is alwzys the looser. Give us an option to ban those driver and disappointing restaurants. So we d never o",i booked a taxi to go to justice hall to testify the private car was 300 m away after 12 mn the driver was still taking the wrong way and never NOT_listen NOT_to NOT_our NOT_instruction we had to cancel or i would be late to court i got overcharged by grab for canceling whole it is entirely the drivers fault read the messages exchange with that driver why do not NOT_you NOT_take NOT_it NOT_from him with grab the clie not NOT_is NOT_alwzys NOT_the NOT_looser give us an option to ban those driver and disappointing restaurants so we d never NOT_o,"i booked a taxi to go to justice hall to testify. the private car was 300 m away. after 12 mn the driver was still taking the wrong way and never listen to our instruction, we had to cancel or i would be late to court. i got overcharged by grab for canceling whole it is entirely the drivers fault. read the messages exchange with that driver. why do not you take it from him with grab, the clie not is alwzys the looser. give us an option to ban those driver and disappointing restaurants. so we d never o",grab_reviews.csv,1.0,-0.8876,-0.20000000000000004,0.6,negative,"i booked a taxi to go to justice hall to testify. the private car was 300m away. after 12mn the driver was still taking the wrong way and never listen to our instruction, we had to cancel or i would be late to court. i got overcharged by grab for canceling whole it's entirely the drivers fault. read the messages exchange with that driver. why don't you take it from him with grab, the client is alwzys the looser. give us an option to ban those driver and disappointing restaurants. so we d never o",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Seems like there isn't many grab drivers around. Have to wait very long. And grab food is even worst. Didn't accept my order due to no driver around.,seems like there is not NOT_many NOT_grab NOT_drivers NOT_around have to wait very long and grab food is even worst did not NOT_accept NOT_my NOT_order NOT_due to no NOT_driver NOT_around,seems like there is not many grab drivers around. have to wait very long. and grab food is even worst. did not accept my order due to no driver around.,grab_reviews.csv,1.0,-0.717,-0.36,0.59875,negative,seems like there isn't many grab drivers around. have to wait very long. and grab food is even worst. didn't accept my order due to no driver around.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Too bad loading..........,too bad loading,too bad loading..........,foodpanda_reviews.csv,1.0,-0.5423,-0.6999999999999998,0.6666666666666666,negative,too bad loading..........,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Stupid Application. Against the needs of the consumers.,stupid application against the needs of the consumers,stupid application. against the needs of the consumers.,foodpanda_reviews.csv,1.0,-0.5267,-0.7999999999999999,1.0,negative,stupid application. against the needs of the consumers.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
FOOD PANDA app is a very dangerous app and vulnerable to errors. Beware of using your DEBIT CARD AND CREDIT CARD because once its got an error you will lose your money in the bank and the food panda help center has no sense of responsibility to recover your loss. They will just give you an excuses that ecommerce is not that perfect. Still the danger and risk of losing your money from the bank is at stake. SAD day for ecommerece and for this app.,food panda app is a very dangerous app and vulnerable to errors beware of using your debit card and credit card because once its got an error you will lose your money in the bank and the food panda help center has no NOT_sense NOT_of NOT_responsibility NOT_to recover your loss they will just give you an excuses that ecommerce is not NOT_that NOT_perfect still the danger and risk of losing your money from the bank is at stake sad day for ecommerece and for this app,food panda app is a very dangerous app and vulnerable to errors. beware of using your debit card and credit card because once its got an error you will lose your money in the bank and the food panda help center has no sense of responsibility to recover your loss. they will just give you an excuses that ecommerce is not that perfect. still the danger and risk of losing your money from the bank is at stake. sad day for ecommerece and for this app.,foodpanda_reviews.csv,1.0,-0.9735,-0.17600000000000002,0.72,negative,food panda app is a very dangerous app and vulnerable to errors. beware of using your debit card and credit card because once its got an error you will lose your money in the bank and the food panda help center has no sense of responsibility to recover your loss. they will just give you an excuses that ecommerce is not that perfect. still the danger and risk of losing your money from the bank is at stake. sad day for ecommerece and for this app.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Trash delivery service! Delivery took 2 hours from the restaurant 10 minutes away from my home. The time for delivery keeps increasing. USELESS. Uninstalling this app right now,trash delivery service delivery took 2 hours from the restaura not NOT_10 NOT_minutes NOT_away NOT_from my home the time for delivery keeps increasing useless uninstalling this app right now,trash delivery service! delivery took 2 hours from the restaura not 10 minutes away from my home. the time for delivery keeps increasing. useless. uninstalling this app right now,foodpanda_reviews.csv,1.0,-0.4753,-0.10714285714285715,0.3678571428571429,negative,trash delivery service! delivery took 2 hours from the restaurant 10 minutes away from my home. the time for delivery keeps increasing. useless. uninstalling this app right now,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Can you improve your customer support? I already called grab for cancelling my order. My restaurant choice is closed. The drived yelled at me, mad at me, wth is that? I already called and nothing happens when i choose numer 1 2 and 3 and i still get an angry from the driver? I have already used this app for more than 2 years and i must to get this experience? Im disspointed. Can you improve that?",can you improve your customer support i already called grab for cancelling my order my restaura not NOT_choice NOT_is NOT_closed the drived yelled at me mad at me wth is that i already called and nothing happens when i choose numer 1 2 and 3 and i still get an angry from the driver i have already used this app for more than 2 years and i must to get this experience im disspointed can you improve that,"can you improve your customer support? i already called grab for cancelling my order. my restaura not choice is closed. the drived yelled at me, mad at me, wth is that? i already called and nothing happens when i choose numer 1 2 and 3 and i still get an angry from the driver? i have already used this app for more than 2 years and i must to get this experience? im disspointed. can you improve that?",grab_reviews.csv,3.0,-0.6322,-0.18125000000000002,0.65,negative,"can you improve your customer support? i already called grab for cancelling my order. my restaurant choice is closed. the drived yelled at me, mad at me, wth is that? i already called and nothing happens when i choose numer 1 2 and 3 and i still get an angry from the driver? i have already used this app for more than 2 years and i must to get this experience? im disspointed. can you improve that?",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
The worst version why keep showing The update when cannot be done,the worst version why keep showing the update when cannot NOT_be NOT_done,the worst version why keep showing the update when cannot be done,grab_reviews.csv,1.0,-0.6249,-1.0,1.0,negative,the worst version why keep showing the update when cannot be done,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Bad company for food..,bad company for food,bad company for food..,foodpanda_reviews.csv,1.0,-0.5423,-0.6999999999999998,0.6666666666666666,negative,bad company for food..,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Pandamart 2 number business Kore.. which is Lok thokano.. please everyone check your product before receiving and do not pay in advance.. 👎👎👎,pandamart 2 number business kore which is lok thokano please everyone check your product before receiving and do not NOT_pay NOT_in NOT_advance bad bad bad,pandamart 2 number business kore.. which is lok thokano.. please everyone check your product before receiving and do not pay in advance.. bad bad bad,foodpanda_reviews.csv,1.0,-0.8227,-0.6999999999999998,0.6666666666666666,negative,pandamart 2 number business kore.. which is lok thokano.. please everyone check your product before receiving and do not pay in advance.. 👎👎👎,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Worst delivery plate form ever, delivery thier food with drunk riders.",worst delivery plate form ever delivery thier food with drunk riders,"worst delivery plate form ever, delivery thier food with drunk riders.",foodpanda_reviews.csv,1.0,-0.7579,-0.75,1.0,negative,"worst delivery plate form ever, delivery thier food with drunk riders.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
VERY POOR CUSTOMER SERVICE. NEVER EXPECT A REFUND FROM THIS. I WAS PROMISED TO BE REFUNDED AFTER 30-45 DAYS. ITS BEEN TWO MONTHS ALREADY AND I NEVER RECEIVED A REFUND. THIS IS UNFAIR FOR CUSTOMERS. FIX YOUR SERVICE,very poor customer service never NOT_expect NOT_a NOT_refund NOT_from this i was promised to be refunded after 30 45 days its been two months already and i never NOT_received NOT_a NOT_refund this is unfair for customers fix your service,very poor customer service. never expect a refund from this. i was promised to be refunded after 30 45 days. its been two months already and i never received a refund. this is unfair for customers. fix your service,foodpanda_reviews.csv,1.0,-0.6115,-0.51,0.89,negative,very poor customer service. never expect a refund from this. i was promised to be refunded after 30-45 days. its been two months already and i never received a refund. this is unfair for customers. fix your service,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"They didn't give me my money back. I ordered a food from a shop. But one of it was not available, so they remove it and they say that they will going to refund it in my e wallet. I tried to call the financial institution but they said there is no refund details on my account. THEY STOLE MY MONEY, I chatted with them and they said the refund is processed. Then where the hell is my money? You have to fix your refund procedure. This app sucks. THEY STOLE MY MONEY.",they did not NOT_give NOT_me NOT_my NOT_money back i ordered a food from a shop but one of it was not NOT_available so they remove it and they say that they will going to refund it in my e wallet i tried to call the financial institution but they said there is no NOT_refund NOT_details NOT_on NOT_my accou not they stole my money i chatted with them and they said the refund is processed then where the hell is my money you have to fix your refund procedure this app sucks they stole my money CONTRAST_FOCUS they said there is no NOT_refund NOT_details NOT_on NOT_my accou not they stole my money i chatted with them and they said the refund is processed then where the hell is my money you have to fix your refund procedure this app sucks they stole my money CONTRAST_FOCUS they said there is no NOT_refund NOT_details NOT_on NOT_my accou not they stole my money i chatted with them and they said the refund is processed then where the hell is my money you have to fix your refund procedure this app sucks they stole my money,"they said there is no refund details on my accou not. they stole my money, i chatted with them and they said the refund is processed. then where the hell is my money? you have to fix your refund procedure. this app sucks. they stole my money.",foodpanda_reviews.csv,1.0,-0.8519,-0.3,0.3,negative,"they didn't give me my money back. i ordered a food from a shop. but one of it was not available, so they remove it and they say that they will going to refund it in my e wallet. i tried to call the financial institution but they said there is no refund details on my account. they stole my money, i chatted with them and they said the refund is processed. then where the hell is my money? you have to fix your refund procedure. this app sucks. they stole my money.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Worst app if you can wait for 2 to 3 hours to get your food delivered it will be fine ... Every time they have same excuse atleast see order history and than speak . I got in chat they said your food will be delivered in 3-4 minutes than 20 minutes than 30 minutes.,worst app if you can wait for 2 to 3 hours to get your food delivered it will be fine every time they have same excuse atleast see order history and than speak i got in chat they said your food will be delivered in 3 4 minutes than 20 minutes than 30 minutes,worst app if you can wait for 2 to 3 hours to get your food delivered it will be fine... every time they have same excuse atleast see order history and than speak. i got in chat they said your food will be delivered in 3 4 minutes than 20 minutes than 30 minutes.,foodpanda_reviews.csv,1.0,-0.5859,-0.15833333333333333,0.41875,negative,worst app if you can wait for 2 to 3 hours to get your food delivered it will be fine ... every time they have same excuse atleast see order history and than speak . i got in chat they said your food will be delivered in 3-4 minutes than 20 minutes than 30 minutes.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Foodpanda Thieves!!! This company is a company of thieves,, i have worked for them and they didn't gave my salary,, if people are reading my review please beware of these thieves because if you guys will work for them they will also not pay you for your hard work... Foodpanda Thieves!!! May ALLAH destroy you and your company..!!!",foodpanda thieves this company is a company of thieves i have worked for them and they did not NOT_gave NOT_my NOT_salary if people are reading my review please beware of these thieves because if you guys will work for them they will also not NOT_pay NOT_you NOT_for NOT_your hard work foodpanda thieves may allah destroy you and your company,"foodpanda thieves!!! this company is a company of thieves,, i have worked for them and they did not gave my salary,, if people are reading my review please beware of these thieves because if you guys will work for them they will also not pay you for your hard work... foodpanda thieves!!! may allah destroy you and your company..!!!",foodpanda_reviews.csv,1.0,-0.9242,-0.48014322916666674,0.2708333333333333,negative,"foodpanda thieves!!! this company is a company of thieves,, i have worked for them and they didn't gave my salary,, if people are reading my review please beware of these thieves because if you guys will work for them they will also not pay you for your hard work... foodpanda thieves!!! may allah destroy you and your company..!!!",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Grab now is scaming my money for a large food order. Went through at least 4 times of online chat not call nothing. Only tell me sorry and understand my frustration.,grab now is scaming my money for a large food order we not NOT_through NOT_at NOT_least NOT_4 times of online chat not NOT_call NOT_nothing only tell me sorry and understand my frustration,grab now is scaming my money for a large food order. we not through at least 4 times of online chat not call nothing. only tell me sorry and understand my frustration.,grab_reviews.csv,1.0,-0.5267,-0.14642857142857144,0.7071428571428571,negative,grab now is scaming my money for a large food order. went through at least 4 times of online chat not call nothing. only tell me sorry and understand my frustration.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
IT'S SO HARD TO BOOK A CAR. IM CURRENTLY TAKING MORE THAN AN HOUR NOW WAITING SOMEONE TI ACCEPT MY BOOKING. IT'S SO ANNOYING!,it is so hard to book a car im currently taking more than an hour now waiting someone ti accept my booking it is so annoying,it is so hard to book a car. im currently taking more than an hour now waiting someone ti accept my booking. it is so annoying!,grab_reviews.csv,1.0,-0.4677,-0.19791666666666669,0.5854166666666667,negative,it's so hard to book a car. im currently taking more than an hour now waiting someone ti accept my booking. it's so annoying!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Disgusting app . half of the features never work,disgusting app half of the features never NOT_work,disgusting app. half of the features never work,foodpanda_reviews.csv,1.0,-0.5267,-0.5833333333333334,0.5833333333333334,negative,disgusting app . half of the features never work,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Worst food delivery app ever. Instead of a refund they gave me a voucher which means I need to order again using their stupid app. I already deleted the app. Hoping for their immediate closure.,worst food delivery app ever instead of a refund they gave me a voucher which means i need to order again using their stupid app i already deleted the app hoping for their immediate closure,worst food delivery app ever. instead of a refund they gave me a voucher which means i need to order again using their stupid app. i already deleted the app. hoping for their immediate closure.,foodpanda_reviews.csv,1.0,-0.6908,-0.8999999999999999,1.0,negative,worst food delivery app ever. instead of a refund they gave me a voucher which means i need to order again using their stupid app. i already deleted the app. hoping for their immediate closure.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Always working hard to optimize you say?? What about older devices? It's not working on my phone. Says 'this device is not supported'!! Gave it 5 stars before... but sadly can't anymore.,always working hard to optimize you say what about older devices it is broken on my phone says this device is not NOT_supported gave it 5 stars before but sadly cannot NOT_anymore CONTRAST_FOCUS sadly cannot NOT_anymore CONTRAST_FOCUS sadly cannot NOT_anymore,sadly cannot anymore.,foodpanda_reviews.csv,1.0,-0.4215,-0.5,1.0,negative,always working hard to optimize you say?? what about older devices? it's not working on my phone. says 'this device is not supported'!! gave it 5 stars before... but sadly can't anymore.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Slow and lack of restaurants in the app. The list isn't even arranged properly. Thumbs down!,slow and lack of restaurants in the app the list is not NOT_even NOT_arranged NOT_properly bad,slow and lack of restaurants in the app. the list is not even arranged properly. bad!,foodpanda_reviews.csv,1.0,-0.7263,-0.5874999999999999,0.5333333333333333,negative,slow and lack of restaurants in the app. the list isn't even arranged properly. thumbs down!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Modifying order and cancellation are a mess,modifying order and cancellation are a mess,modifying order and cancellation are a mess,foodpanda_reviews.csv,3.0,-0.3612,-0.175,0.175,negative,modifying order and cancellation are a mess,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Recently a store cancelled my order (no available rider) then few days later I tried to order from another store and it cancelled right after I placed my order I tried to reorder and it also cancelled I also tried to order from other stores and it's still the same I contacted them in fairness to the operator he was very polite and upon checking he said I was banned from COD due to recent cancelled orders As if that was my fault FP! He helped me to unban my acct but still I'm disappointed.,recently a store cancelled my order no NOT_available NOT_rider NOT_then NOT_few days later i tried to order from another store and it cancelled right after i placed my order i tried to reorder and it also cancelled i also tried to order from other stores and it is still the same i contacted them in fairness to the operator he was very polite and upon checking he said i was banned from cod due to rece not NOT_cancelled NOT_orders NOT_as NOT_if that was my fault fp he helped me to unban my acct but still i am disappointed CONTRAST_FOCUS still i am disappointed CONTRAST_FOCUS still i am disappointed,still i am disappointed.,foodpanda_reviews.csv,1.0,-0.4767,-0.75,0.75,negative,recently a store cancelled my order (no available rider) then few days later i tried to order from another store and it cancelled right after i placed my order i tried to reorder and it also cancelled i also tried to order from other stores and it's still the same i contacted them in fairness to the operator he was very polite and upon checking he said i was banned from cod due to recent cancelled orders as if that was my fault fp! he helped me to unban my acct but still i'm disappointed.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
inteha darjay ki fazool tareen app & services..ridiculous!!,inteha darjay ki fazool tareen app services ridiculous,inteha darjay ki fazool tareen app services.. ridiculous!!,foodpanda_reviews.csv,1.0,-0.4738,-0.5208333333333333,1.0,negative,inteha darjay ki fazool tareen app & services..ridiculous!!,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Worst app. You guys need to hire good software engineers or developers to make this trash work . Worst ever.,worst app you guys need to hire good software engineers or developers to make this trash work worst ever,worst app. you guys need to hire good software engineers or developers to make this trash work. worst ever.,foodpanda_reviews.csv,1.0,-0.743,-0.43333333333333335,0.8666666666666667,negative,worst app. you guys need to hire good software engineers or developers to make this trash work . worst ever.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"worst taxi app I've ever tried to use. demanded me to indtall facebook to get a ride , refused my cc, and wouldn't let me use cash. Uber, we need you here in Malaysia.",worst taxi app i've ever tried to use demanded me to indtall facebook to get a ride refused my cc and would not NOT_let NOT_me NOT_use NOT_cash uber we need you here in malaysia,"worst taxi app i've ever tried to use. demanded me to indtall facebook to get a ride, refused my cc, and would not let me use cash. uber, we need you here in malaysia.",grab_reviews.csv,1.0,-0.802,-1.0,1.0,negative,"worst taxi app i've ever tried to use. demanded me to indtall facebook to get a ride , refused my cc, and wouldn't let me use cash. uber, we need you here in malaysia.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
It appear on Google map any time I need direction. Pls disappear on Google map. Make me crazy.,it appear on google map any time i need direction pls disappear on google map make me crazy,it appear on google map any time i need direction. pls disappear on google map. make me crazy.,grab_reviews.csv,1.0,-0.4588,-0.6,0.9,negative,it appear on google map any time i need direction. pls disappear on google map. make me crazy.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
GPS of Grab is faulty. Drivers go to the wrong destination even if I pinned the correct pick up point. Real time location of drivers going to pick you up is faulty as well.,gps of grab is faulty drivers go to the wrong destination even if i pinned the correct pick up poi not real time location of drivers going to pick you up is faulty as well,gps of grab is faulty. drivers go to the wrong destination even if i pinned the correct pick up poi not. real time location of drivers going to pick you up is faulty as well.,grab_reviews.csv,2.0,-0.6808,-0.3,0.6000000000000001,negative,gps of grab is faulty. drivers go to the wrong destination even if i pinned the correct pick up point. real time location of drivers going to pick you up is faulty as well.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Bodoh byr lah duit vendor... Jgn scam vendol cibai..,stupid byr duit vendor jgn scam vendol cibai,stupid byr duit vendor... jgn scam vendol cibai..,foodpanda_reviews.csv,1.0,-0.7964,-0.7999999999999999,1.0,negative,bodoh byr lah duit vendor... jgn scam vendol cibai..,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Selfish employer,selfish employer,selfish employer,foodpanda_reviews.csv,5.0,-0.4767,-0.5,1.0,negative,selfish employer,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Bad experience. You peoples are increasing delivery charges day by day. Your restaurants food quality is not upto marks as per standards,bad experience you peoples are increasing delivery charges day by day your restaurants food quality is not NOT_upto NOT_marks NOT_as NOT_per standards,bad experience. you peoples are increasing delivery charges day by day. your restaurants food quality is not upto marks as per standards,foodpanda_reviews.csv,1.0,-0.6808,-0.6999999999999998,0.6666666666666666,negative,bad experience. you peoples are increasing delivery charges day by day. your restaurants food quality is not upto marks as per standards,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I encountered a lot of very rude riders......,i encountered a lot of very rude riders,i encountered a lot of very rude riders......,foodpanda_reviews.csv,1.0,-0.5095,-0.39,0.78,negative,i encountered a lot of very rude riders......,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Teruk nak mmapus,terrible nak mmapus,terrible nak mmapus,foodpanda_reviews.csv,1.0,-0.4767,-1.0,1.0,negative,teruk nak mmapus,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"GREEDY, we order almost everyday. we had a dispute once about damaged order, natapon yung coffee nabasa lahat ng food. We contacted customer service, wala man lang refund kahit piso.",greedy we order almost everyday we had a dispute once about damaged order natapon yung coffee nabasa lahat ng food we contacted customer service wala man lang refund kahit piso,"greedy, we order almost everyday. we had a dispute once about damaged order, natapon yung coffee nabasa lahat ng food. we contacted customer service, wala man lang refund kahit piso.",foodpanda_reviews.csv,1.0,-0.7845,-0.2,0.6,negative,"greedy, we order almost everyday. we had a dispute once about damaged order, natapon yung coffee nabasa lahat ng food. we contacted customer service, wala man lang refund kahit piso.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"It was a such a very bad experience of me even it was a first time that i use this food panda and basically is not a foodpanda it is a foolpanda, i want full refund of my money, nothing was good from this order from pizza nest, not a pizza and it was a miss commitment they gave me small pizza even i ordered large pizza with 1.5 litre drink and they delived 365 ml drink with small pizza, this is not fair?",it was a such a very bad experience of me even it was a first time that i use this food panda and basically is not NOT_a NOT_foodpanda NOT_it NOT_is a foolpanda i wa not NOT_full NOT_refund NOT_of NOT_my money nothing was good from this order from pizza nest not NOT_a NOT_pizza NOT_and NOT_it was a miss commitme not NOT_they NOT_gave NOT_me NOT_small pizza even i ordered large pizza with 1 5 litre drink and they delived 365 ml drink with small pizza this is not NOT_fair,"it was a such a very bad experience of me even it was a first time that i use this food panda and basically is not a foodpanda it is a foolpanda, i wa not full refund of my money, nothing was good from this order from pizza nest, not a pizza and it was a miss commitme not they gave me small pizza even i ordered large pizza with 1. 5 litre drink and they delived 365 ml drink with small pizza, this is not fair?",foodpanda_reviews.csv,1.0,-0.8299,-0.0856349206349206,0.5531746031746032,negative,"it was a such a very bad experience of me even it was a first time that i use this food panda and basically is not a foodpanda it is a foolpanda, i want full refund of my money, nothing was good from this order from pizza nest, not a pizza and it was a miss commitment they gave me small pizza even i ordered large pizza with 1.5 litre drink and they delived 365 ml drink with small pizza, this is not fair?",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Not a friendly app and the customer service is very poor,not NOT_a NOT_friendly NOT_app NOT_and the customer service is very poor,not a friendly app and the customer service is very poor,foodpanda_reviews.csv,1.0,-0.7202,-0.35375,0.64,negative,not a friendly app and the customer service is very poor,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
KFC on foodpanda litrally cancelled my order after 2 hours of waiting this is very frustrating.,kfc on foodpanda litrally cancelled my order after 2 hours of waiting this is very frustrating,kfc on foodpanda litrally cancelled my order after 2 hours of waiting this is very frustrating.,foodpanda_reviews.csv,3.0,-0.6361,-0.52,1.0,negative,kfc on foodpanda litrally cancelled my order after 2 hours of waiting this is very frustrating.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
The tracking feature for the driver is poor.,the tracking feature for the driver is poor,the tracking feature for the driver is poor.,foodpanda_reviews.csv,3.0,-0.4767,-0.4,0.6,negative,the tracking feature for the driver is poor.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"WORST CUSTOMER SERVICE. They will group your order without any adjustments on your delivery fee. They are maximizing their profit at the expense of your delivery wait time. They don't ask for your permission if they could group your order to someone else's. You should ask us first and it should be for a split delivery fee or for a cheaper one at least because the wait time would be longer for certain. Their customer service is useless. no refund, discounts or vouchers. Let's use FOOD PANDA.",worst customer service they will group your order without any adjustments on your delivery fee they are maximizing their profit at the expensive of your delivery wait time they do not NOT_ask NOT_for NOT_your NOT_permission if they could group your order to someone else's you should ask us first and it should be for a split delivery fee or for a cheaper one at least because the wait time would be longer for certain their customer service is useless no NOT_refund discounts or vouchers let's use food panda,"worst customer service. they will group your order without any adjustments on your delivery fee. they are maximizing their profit at the expensive of your delivery wait time. they do not ask for your permission if they could group your order to someone else's. you should ask us first and it should be for a split delivery fee or for a cheaper one at least because the wait time would be longer for certain. their customer service is useless. no refund, discounts or vouchers. let's use food panda.",grab_reviews.csv,1.0,-0.6249,-0.305952380952381,0.5341269841269841,negative,"worst customer service. they will group your order without any adjustments on your delivery fee. they are maximizing their profit at the expense of your delivery wait time. they don't ask for your permission if they could group your order to someone else's. you should ask us first and it should be for a split delivery fee or for a cheaper one at least because the wait time would be longer for certain. their customer service is useless. no refund, discounts or vouchers. let's use food panda.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Very poor service didnt give voucher the price more expensive additional charge delivery its too expensive,very poor service did not NOT_give NOT_voucher NOT_the NOT_price more expensive additional charge delivery its too expensive,very poor service did not give voucher the price more expensive additional charge delivery its too expensive,foodpanda_reviews.csv,1.0,-0.5256,-0.255,0.6699999999999999,negative,very poor service didnt give voucher the price more expensive additional charge delivery its too expensive,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Pahley thek the company jab bher ke kise ke the is ko kise pakistani ne khred leya tab se 😡😡🥴🥴😈👎👎,pahley thek the company jab bher ke kise ke the is ko kise pakistani ne khred leya tab se angry angry woozy face woozy face smiling face with horns bad bad,pahley thek the company jab bher ke kise ke the is ko kise pakistani ne khred leya tab se angry angry woozy face woozy face smiling face with horns bad bad,foodpanda_reviews.csv,5.0,-0.891,-0.5999999999999999,0.8333333333333333,negative,pahley thek the company jab bher ke kise ke the is ko kise pakistani ne khred leya tab se 😡😡🥴🥴😈👎👎,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
sucks 💔 i can't sign in the apps 😑,sucks broken heart i cannot NOT_sign NOT_in NOT_the NOT_apps expressionless face,sucks broken heart i cannot sign in the apps expressionless face,grab_reviews.csv,5.0,-0.6808,-0.35,0.35,negative,sucks 💔 i can't sign in the apps 😑,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Food panda not return my money.. And some order not complete.. Dont no how to inquiry.. Realy bad service,food panda not NOT_return NOT_my NOT_money and some order not NOT_complete do not no NOT_how NOT_to NOT_inquiry realy bad service,food panda not return my money.. and some order not complete.. do not no how to inquiry.. realy bad service,foodpanda_reviews.csv,1.0,-0.3843,-0.37499999999999994,0.5333333333333333,negative,food panda not return my money.. and some order not complete.. dont no how to inquiry.. realy bad service,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Late delivery, wrong order, & over billing all in one order..... Useless",late delivery wrong order over billing all in one order useless,"late delivery, wrong order, over billing all in one order..... useless",foodpanda_reviews.csv,1.0,-0.7096,-0.43333333333333335,0.5666666666666667,negative,"late delivery, wrong order, & over billing all in one order..... useless",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
