audit_id,review,review_processed,text_sentiment,source_file,review_rating,human_sentiment,reviewer_notes
147,we will see,we will see,neutral,foodpanda_reviews.csv,1,,
148,"evrytime i purchase rm3 off and no one accept my ride ,so im waste my point alot",evrytime i purchase rm 3 off and no NOT_one NOT_accept NOT_my NOT_ride so im waste my poi not NOT_alot,negative,grab_reviews.csv,1,,
149,Dependable but price need lesser. Very bad service... Very less options given. Want to cancel order seconds after accidentally placing order and the food also haven't been prepared grab dont allow. Dont give instructions correctly also... Extremely disappointed and frustrating. First time grab app was good but after this app keep adding nonsense stuff plus customer service also extremely terrible,dependable but price need lesser very bad service very less options given wa not NOT_to NOT_cancel NOT_order NOT_seconds after accidentally placing order and the food also have not NOT_been NOT_prepared NOT_grab NOT_do not NOT_allow do not NOT_give NOT_instructions NOT_correctly NOT_also extremely disappointed and frustrating first time grab app was good but after this app keep adding nonsense stuff plus customer service also extremely terrible CONTRAST_FOCUS after this app keep adding nonsense stuff plus customer service also extremely terrible CONTRAST_FOCUS after this app keep adding nonsense stuff plus customer service also extremely terrible,negative,grab_reviews.csv,1,,
150,"Stupid app. I cant verify my account, despite did as them instruction.",stupid app i ca not NOT_verify NOT_my NOT_accou not despite did as them instruction,negative,grab_reviews.csv,1,,
151,"Really good apps, easy to use",really good apps easy to use,positive,grab_reviews.csv,5,,
152,Palaging update ng update.,palaging update ng update,neutral,foodpanda_reviews.csv,2,,
153,Nice app for food,nice app for food,positive,foodpanda_reviews.csv,5,,
154,"Asik kena upate je, hmmmmmmmmmmmmmm",asik kena upate je hm,neutral,foodpanda_reviews.csv,3,,
155,Better response time each booking compared to GoJek,better response time each booking compared to gojek,positive,grab_reviews.csv,4,,
156,Very very useful & helpful app.,very very useful helpful app,positive,foodpanda_reviews.csv,5,,
157,Very good app liked it so much but if u have some more offers that will be great :),very good app liked it so much but if u have some more offers that will be great CONTRAST_FOCUS if u have some more offers that will be great CONTRAST_FOCUS if u have some more offers that will be great,positive,foodpanda_reviews.csv,4,,
158,"LOL @ ""superapp"". Maybe Grab's share price wouldn't be in freefall if they managed to design their app in a more sane manner? I tried to warn them of their driver's lack of professionalism but was made to answer a series of multiple choice questions and select options that simply were not applicable. Perhaps it is no surprise that the company is doing so badly given that they are trying to filter away problems they have to deal with by pretending they don't exist! Avoid. Find another option.",lol superapp maybe grab's share price would not NOT_be NOT_in NOT_freefall NOT_if they managed to design their app in a more sane manner i tried to warn them of their driver's lack of professionalism but was made to answer a series of multiple choice questions and select options that simply were not NOT_applicable perhaps it is no NOT_surprise NOT_that NOT_the NOT_company is doing so badly given that they are trying to filter away problems they have to deal with by pretending they do not NOT_exist avoid find another option CONTRAST_FOCUS was made to answer a series of multiple choice questions and select options that simply were not NOT_applicable perhaps it is no NOT_surprise NOT_that NOT_the NOT_company is doing so badly given that they are trying to filter away problems they have to deal with by pretending they do not NOT_exist avoid find another option CONTRAST_FOCUS was made to answer a series of multiple choice questions and select options that simply were not NOT_applicable perhaps it is no NOT_surprise NOT_that NOT_the NOT_company is doing so badly given that they are trying to filter away problems they have to deal with by pretending they do not NOT_exist avoid find another option,negative,grab_reviews.csv,1,,
159,Crashed without any reason,crashed without any reason,neutral,foodpanda_reviews.csv,1,,
160,bad service to staff...,bad service to staff,negative,foodpanda_reviews.csv,5,,
161,Very good app and nice offers too which are generally not available regularly.,very good app and nice offers too which are generally not NOT_available NOT_regularly,positive,foodpanda_reviews.csv,4,,
162,Want group order,wa not NOT_group NOT_order,neutral,foodpanda_reviews.csv,4,,
163,Bad services..now u cant cancel the oder .tq,bad services now u ca not NOT_cancel NOT_the NOT_oder tq,negative,foodpanda_reviews.csv,1,,
164,Promos never work. Restaurants that don't want to participate in their promos just set to closed so you can't even order with the broken promo anyway. App has been useless for 3 weeks now. Customer service is so useless they might as well close that department and save the money.,promos never NOT_work restaurants that do not NOT_wa not NOT_to NOT_participate NOT_in NOT_their promos just set to closed so you cannot NOT_even NOT_order NOT_with NOT_the broken promo anyway app has been useless for 3 weeks now customer service is so useless they might as well close that departme not NOT_and NOT_save NOT_the NOT_money,negative,foodpanda_reviews.csv,1,,
165,These app sucks. Every time i order there's always a problem with my meal. My drinks will be spilled or is not even there. Its just a distasteful experience overall.,these app sucks every time i order there's always a problem with my meal my drinks will be spilled or is not NOT_even NOT_there its just a distasteful experience overall,negative,foodpanda_reviews.csv,1,,
166,Md Selim Mnn,md selim mnn,neutral,foodpanda_reviews.csv,5,,
167,Best App i think,excellent app i think,positive,foodpanda_reviews.csv,5,,
168,the best apps for life ever,the excellent apps for life ever,positive,grab_reviews.csv,5,,
169,User friendly not only in our country but also in neighbouring countries,user friendly not NOT_only NOT_in NOT_our NOT_country but also in neighbouring countries CONTRAST_FOCUS also in neighbouring countries CONTRAST_FOCUS also in neighbouring countries,neutral,grab_reviews.csv,5,,
170,I got the wrong order. I ordered big size ice blended of coffee from Gloria jeans and the coffee I got was regular hot coffee from other coffee shop.. I paid double for the coffee that I can't even drink. This is not first time I got the wrong order. So please look into this matter.,i got the wrong order i ordered big size ice blended of coffee from gloria jeans and the coffee i got was regular hot coffee from other coffee shop i paid double for the coffee that i cannot NOT_even NOT_drink this is not NOT_first NOT_time NOT_i NOT_got the wrong order so please look into this matter,negative,foodpanda_reviews.csv,1,,
171,"Reliable, but customer service isnt the best",reliable but customer service is somewhat disappointing CONTRAST_FOCUS customer service is somewhat disappointing CONTRAST_FOCUS customer service is somewhat disappointing,negative,foodpanda_reviews.csv,5,,
172,Good app to use,good app to use,positive,grab_reviews.csv,5,,
173,Great :-),great,positive,grab_reviews.csv,5,,
174,"The worst app. There always no drivers, or they're asking to cancel, overcharging, and for some reason it's not allowing me to book as i have an ""existing fare"" even though I don't have any. Bring back Uber. Grab is so unreliable.",the worst app there always no NOT_drivers or they're asking to cancel overcharging and for some reason it is not NOT_allowing NOT_me NOT_to NOT_book as i have an existing fare even though i do not NOT_have NOT_any bring back uber grab is so unreliable,negative,grab_reviews.csv,1,,
175,"It was good a few months or years ago but now its gonna working bad, so expensive I am going to uninstall it.",it was good a few months or years ago but now its gonna working bad so expensive i am going to uninstall it CONTRAST_FOCUS now its gonna working bad so expensive i am going to uninstall it CONTRAST_FOCUS now its gonna working bad so expensive i am going to uninstall it,negative,grab_reviews.csv,1,,
176,Its really easy if you dont have a car or any transportation.its really helpful when the time you need it the most,its really easy if you do not NOT_have NOT_a NOT_car NOT_or any transportation its really helpful when the time you need it the most,positive,grab_reviews.csv,5,,
177,Makin di update makin lemot !!! Buka chat saja tidak bisa,makin di update makin lemot buka chat saja not NOT_bisa,neutral,grab_reviews.csv,1,,
178,Its the worst app,its the worst app,negative,foodpanda_reviews.csv,5,,
179,Best app & best food delivery service,excellent app excellent food delivery service,positive,foodpanda_reviews.csv,5,,
180,This app doesn't provide cash on delivery...,this app does not NOT_provide NOT_cash NOT_on NOT_delivery,neutral,foodpanda_reviews.csv,1,,
181,Kapag tamad magluto 😅 takot pumunta ng palengke laging maaasahan ang Grab 😁👌👍,kapag tamad magluto grinning face with sweat takot pumunta ng palengke laging masahan ang grab beaming face with smiling eyes ok hand good,positive,grab_reviews.csv,5,,
182,My order keep missing the food in it. Plus after complaining there is no action or solution. Low service. It do give more discounts and free delivery compare to others but the service is suck. I order around 10+ times and it missing food 3 times already,my order keep missing the food in it plus after complaining there is no NOT_action NOT_or NOT_solution low service it do give more discounts and free delivery compare to others but the service is suck i order around 10 times and it missing food 3 times already CONTRAST_FOCUS the service is suck i order around 10 times and it missing food 3 times already CONTRAST_FOCUS the service is suck i order around 10 times and it missing food 3 times already,negative,foodpanda_reviews.csv,1,,
183,Its very usefull appp this ia very best appp thankyou for made appp,its very usefull ap this ia very excellent ap thankyou for made ap,positive,foodpanda_reviews.csv,5,,
184,I live in Johor Bahru but there is no option to pick that city. Fix it please. This actually seems like a very good app,i live in johor bahru but there is no NOT_option NOT_to NOT_pick NOT_that city fix it please this actually seems like a very good app CONTRAST_FOCUS there is no NOT_option NOT_to NOT_pick NOT_that city fix it please this actually seems like a very good app CONTRAST_FOCUS there is no NOT_option NOT_to NOT_pick NOT_that city fix it please this actually seems like a very good app,positive,foodpanda_reviews.csv,2,,
185,rasanya enak...mantafff...,rasanya enak mantaf,neutral,grab_reviews.csv,5,,
186,"Aways a great experience with Grab. Just wish we could also give tips to grab delivery riders - even for this time when we are in lockdown, because they are also Frontliners!",aways a great experience with grab just wish we could also give tips to grab delivery riders even for this time when we are in lockdown because they are also frontliners,positive,grab_reviews.csv,5,,
187,The app affords me convenience and discounts. I mean it could do better but it has been serving me well so 💁🏻‍♀️,the app affords me convenience and discounts i mean it could do better but it has been serving me well so woman tipping hand light skin tone CONTRAST_FOCUS it has been serving me well so woman tipping hand light skin tone CONTRAST_FOCUS it has been serving me well so woman tipping hand light skin tone,positive,foodpanda_reviews.csv,5,,
188,"tidak bisa mengganti kode promo, biasanya ada tombol ""use later""",not NOT_bisa NOT_mengganti NOT_kode NOT_promo biasanya ada tombol use later,neutral,grab_reviews.csv,2,,
189,Looters you are just doing fraud in the name of service 0 food quality and less quantity,looters you are just doing fraud in the name of service 0 food quality and less quantity,negative,foodpanda_reviews.csv,1,,
190,"Really bad service, you cant get any services",really bad service you ca not NOT_get NOT_any NOT_services,negative,foodpanda_reviews.csv,1,,
191,foodpanda ta amader barir address seen korana tai amar kache ai app ta paltu😠😠😢😭 # onek baja so app kono kaji korana,foodpanda ta amader barir address seen korana tai amar kache ai app ta paltu angry angry sad very sad onek baja so app kono kaji korana,negative,foodpanda_reviews.csv,5,,
192,Pethatic aap,pethatic aap,neutral,foodpanda_reviews.csv,1,,
193,Great way to order food online though also depends upon the availability of good restaurants around!,great way to order food online though also depends upon the availability of good restaurants around,positive,foodpanda_reviews.csv,4,,
194,it will be more good if grab provide a motorcycle Grab .,it will be more good if grab provide a motorcycle grab,positive,grab_reviews.csv,3,,
195,Love that you can tip the riders. Thank you!,love that you can tip the riders thank you,positive,grab_reviews.csv,5,,
196,Heavy app usage and sometimes unstable,heavy app usage and sometimes unstable,negative,grab_reviews.csv,1,,
197,very good drive grab,very good drive grab,positive,grab_reviews.csv,5,,
198,nice app fast delivery good response easy to order,nice app fast delivery good response easy to order,positive,foodpanda_reviews.csv,5,,
199,"Not Good at anything. Drivers don't know the destination we select. Grab team decides by them selves upon the reason of cancelling the trip. Nobody from their drivers are polite in Philippines. People, I suggest you to choose better options than this greedy fraud.",bad at anything drivers do not NOT_know NOT_the NOT_destination NOT_we select grab team decides by them selves upon the reason of cancelling the trip nobody from their drivers are polite in philippines people i suggest you to choose better options than this greedy fraud,negative,grab_reviews.csv,1,,
200,wow cool post,wow cool post,positive,grab_reviews.csv,5,,
201,Bad Service and No Support 😠😡,bad service and no NOT_support NOT_angry NOT_angry,negative,foodpanda_reviews.csv,1,,
202,sangat bermanfaat utk menunjang aktivitas di jakarta yg macetosss alwaysss,sangat bermanfaat utk menunjang aktivitas di jakarta yg macetos always,neutral,grab_reviews.csv,5,,
203,The app is being worse. If you accidentally add something in your cart there is no option of deleting that entity from the cart. Why?,the app is being worse if you accidentally add something in your cart there is no NOT_option NOT_of NOT_deleting NOT_that entity from the cart why,negative,foodpanda_reviews.csv,1,,
204,Available in Less restaurant in Quetta. But not bad .,available in less restaura not NOT_in NOT_quetta but acceptable good CONTRAST_FOCUS acceptable good CONTRAST_FOCUS acceptable good,positive,foodpanda_reviews.csv,3,,
205,Good app but always need to update it,good app but always need to update it CONTRAST_FOCUS always need to update it CONTRAST_FOCUS always need to update it,neutral,foodpanda_reviews.csv,3,,
206,Awesome and very useful and seriously very transparent too!!!!,awesome and very useful and seriously very transpare not NOT_too,positive,grab_reviews.csv,5,,
207,Good job to all Food panda driver,good job to all food panda driver,positive,foodpanda_reviews.csv,5,,
208,Andalan terbaru buat bepergian dalam kota,andalan terbaru buat bepergian dalam kota,neutral,grab_reviews.csv,5,,
209,I can't even sign up what happen to this app I've just install and uninstall it but it doesn't work gosh I can't even get a code on mobile phone can't you just fix it,i cannot NOT_even NOT_sign NOT_up NOT_what happen to this app i've just install and uninstall it but it broken gosh i cannot NOT_even NOT_get NOT_a NOT_code on mobile phone cannot NOT_you NOT_just NOT_fix NOT_it CONTRAST_FOCUS it broken gosh i cannot NOT_even NOT_get NOT_a NOT_code on mobile phone cannot NOT_you NOT_just NOT_fix NOT_it CONTRAST_FOCUS it broken gosh i cannot NOT_even NOT_get NOT_a NOT_code on mobile phone cannot NOT_you NOT_just NOT_fix NOT_it,negative,grab_reviews.csv,1,,
210,"aplikasi lag,, pembayaran non tunainya terlalu ribet",aplikasi lag pembayaran non tunainya terlalu ribet,neutral,grab_reviews.csv,1,,
211,harga grab makin mahaiiiiiii,harga grab makin mahai,neutral,grab_reviews.csv,1,,
212,Nice UI design I love it 😘,nice ui design i love it face blowing a kiss,positive,foodpanda_reviews.csv,5,,
213,BAD MANAGEMENT!!!!,bad manageme not,negative,foodpanda_reviews.csv,1,,
214,Naglagay pa voucher na gsept60 kalokohan d rin magamit😡panda pro naLalaman me delivery charge padin 😡,naglagay pa voucher na gsept 60 kalokohan d rin magamit angry panda pro nalalaman me delivery charge padin angry,negative,foodpanda_reviews.csv,1,,
215,Really nice one!!!!,really nice one,positive,foodpanda_reviews.csv,5,,
216,Bad attitude driver,bad attitude driver,negative,grab_reviews.csv,1,,
217,Hi grab ! Just want to report your grab rider. He is very rude. His name is Salvador mamay Gregorio III . PINAG MUMURA NYA KO SA MISMONG STORE NAMIN. HE IS ASKING FOR OR FOR HIS CUSTOMER. I SAID WAIT PO KUYA UNAHIN KO MUNA YUNG GUEST PAPASUKIN SA LOOB ( NG RESTO) . DI PO AKO NAGTAGAL SA LOOB . IT TOOK ONLY 1 MINUTE. PAGLABAS KO WALA NA SYA . DI KO NAKUHA YUNG DETAILS NG PINAPA OR ( OFFICIAL RECEIPT)NYA . PAG BALIK NYA TO PICK UP HIS ORDER. NAGALIT NA SYA SAKEN KUNG ANO ANO PINAG SASABI AND MINUr,hi grab just wa not NOT_to NOT_report NOT_your NOT_grab rider he is very rude his name is salvador mamay gregorio i pinag mumura nya ko sa mismong store namin he is asking for or for his customer i said wait po kuya unahin ko muna yung guest papasukin sa loob ng resto di po ako nagtagal sa loob it took only 1 minute paglabas ko wala na sya di ko nakuha yung details ng pinapa or official receipt nya pag balik nya to pick up his order nagalit na sya saken kung ano ano pinag sasabi and minur,negative,grab_reviews.csv,1,,
218,Very good and can help to people who interested skills training.,very good and can help to people who interested skills training,positive,grab_reviews.csv,5,,
219,Gausa adain promo kalo gabisa dipake,gausa adain promo kalo gabisa dipake,neutral,grab_reviews.csv,2,,
220,"1. The new policy is so un-userfriendly. I want to order car with even plate number, but the odd number keep coming to my app. So i had to cancel it multiple times, then suddenly my app got banned and cant be used until 24hr later. The call center told me so. So what is the use of the reason if we have to take any car provided whether its odd or even? So lame 2. My food didnt delivered for two times in 3 months order. And I get to know it later (cos I delivered it to my family). The cust care i",1 the new policy is so un userfriendly i wa not NOT_to NOT_order NOT_car NOT_with even plate number but the odd number keep coming to my app so i had to cancel it multiple times then suddenly my app got banned and ca not NOT_be NOT_used NOT_until NOT_24 hr later the call center told me so so what is the use of the reason if we have to take any car provided whether its odd or even so lame 2 my food did not NOT_delivered NOT_for NOT_two NOT_times in 3 months order and i get to know it later cos i delivered it to my family the cust care i CONTRAST_FOCUS the odd number keep coming to my app so i had to cancel it multiple times then suddenly my app got banned and ca not NOT_be NOT_used NOT_until NOT_24 hr later the call center told me so so what is the use of the reason if we have to take any car provided whether its odd or even so lame 2 my food did not NOT_delivered NOT_for NOT_two NOT_times in 3 months order and i get to know it later cos i delivered it to my family the cust care i CONTRAST_FOCUS the odd number keep coming to my app so i had to cancel it multiple times then suddenly my app got banned and ca not NOT_be NOT_used NOT_until NOT_24 hr later the call center told me so so what is the use of the reason if we have to take any car provided whether its odd or even so lame 2 my food did not NOT_delivered NOT_for NOT_two NOT_times in 3 months order and i get to know it later cos i delivered it to my family the cust care i,negative,grab_reviews.csv,1,,
221,Feedback,feedback,neutral,grab_reviews.csv,5,,
222,better than texi,better than texi,positive,grab_reviews.csv,5,,
223,Good experience 🤠❤️,good experience cowboy hat face love,positive,foodpanda_reviews.csv,5,,
224,"rating yg saya sudah berikan, tidak muncul sama sekali. saya sudah coba submit berulang2 rating tetap kosong. saya sudah laporkan via email. dan sudah saya logout sampai uninstall. rating tetap kosong di history-nya. dan terkadang tidak bisa menggunakan promo voucher yg dikirim ke inbox. padahal belum pernah saya gunakan sama sekali.",rating yg saya sudah berikan not NOT_muncul NOT_sama NOT_sekali saya sudah coba submit berulang 2 rating tetap kosong saya sudah laporkan via email dan sudah saya logout sampai uninstall rating tetap kosong di history nya dan terkadang not NOT_bisa NOT_menggunakan NOT_promo NOT_voucher yg dikirim ke inbox padahal belum pernah saya gunakan sama sekali,neutral,grab_reviews.csv,3,,
225,"Why the hell your helpline is not working and you guys have quality issue and you guys are scammers, When i try to place and order i receive notification my ordrr is canceled and when i go to your helpline it kept saying thay you guys will reach back within 24 hours well tell me you guys don't care about our time, after all of this you guys are freakin freak.",why the hell your helpline is broken and you guys have quality issue and you guys are scammers when i try to place and order i receive notification my ordrr is canceled and when i go to your helpline it kept saying thay you guys will reach back within 24 hours well tell me you guys do not NOT_care NOT_about NOT_our NOT_time after all of this you guys are freakin freak,negative,foodpanda_reviews.csv,1,,
226,Fantastic with good driver,fantastic with good driver,positive,grab_reviews.csv,5,,
227,paket grab bike nya perbanyak,paket grab bike nya perbanyak,neutral,grab_reviews.csv,5,,
228,"I don't recommend this app at all.not safe for your money,the staff is not trained well.They don't even deserve one star.an awful app, scammers, trickster,froud.they are holding my money for no reason.grab app much better.",i do not NOT_recommend NOT_this NOT_app NOT_at all not NOT_safe NOT_for NOT_your NOT_money the staff is not NOT_trained NOT_well they do not NOT_even NOT_deserve NOT_one NOT_star an awful app scammers trickster froud they are holding my money for no NOT_reason grab app much better,negative,foodpanda_reviews.csv,1,,
229,"Download it to unlock theme on go sms, thanks a lot",download it to unlock theme on go sms thanks a lot,positive,foodpanda_reviews.csv,3,,
230,They always do their very best to provide service and deliver as fast as possible.. Great service,they always do their very excellent to provide service and deliver as fast as possible great service,positive,foodpanda_reviews.csv,5,,
231,One of their features which is grabfood is very terrible and bad.,one of their features which is grabfood is very terrible and bad,negative,grab_reviews.csv,2,,
232,Best app fot online food service,excellent app fot online food service,positive,foodpanda_reviews.csv,5,,
233,Great service 👍 :-),great service good,positive,foodpanda_reviews.csv,5,,
234,My favorite Apps from transpo to grocery and food delivery,my favorite apps from transpo to grocery and food delivery,positive,grab_reviews.csv,5,,
235,"The app is asking me to verify my account through email, I am clicked the send verification button for 40 times, but I never got the email. I can't use the app. 😑",the app is asking me to verify my accou not NOT_through NOT_email i am clicked the send verification button for 40 times but i never NOT_got NOT_the NOT_email i unusable the app expressionless face CONTRAST_FOCUS i never NOT_got NOT_the NOT_email i unusable the app expressionless face CONTRAST_FOCUS i never NOT_got NOT_the NOT_email i unusable the app expressionless face,neutral,grab_reviews.csv,2,,
236,"Really poor service, every time I order there is an issue with my order (Wrong item, late delivery, food arriving cold, etc.). Every time i complained to their ""chat"" they told me i would receive a voucher in the coming days. They never sent any. This app is a scam. Other apps on the market are way better.",really poor service every time i order there is an issue with my order wrong item late delivery food arriving cold etc every time i complained to their chat they told me i would receive a voucher in the coming days they never NOT_se not NOT_any this app is a scam other apps on the market are way better,negative,foodpanda_reviews.csv,1,,
237,Bad expirence in the 1st order. Ordered food at 9 20 Pm. Not delivered even after 1 and a half hours. No tracking information. Was supposed to get a call in 10 mins that did not happen either. Cnt get through the customer care,bad expirence in the 1 st order ordered food at 9 20 pm not NOT_delivered NOT_even NOT_after NOT_1 and a half hours no NOT_tracking NOT_information was supposed to get a call in 10 mins that did not NOT_happen NOT_either c not NOT_get NOT_through NOT_the NOT_customer care,negative,foodpanda_reviews.csv,1,,
238,"Terrible experience, like why do I have to wait for 5-7 days before I transfer my money to my account from this stupid pandapay. There staff is not supportive at all, they can't do anything to help you at all, I've experienced it multiple times. They are just a bunch of robbers. Not recommended please delete this application and make these people suffer for robbing innocent people like us.",terrible experience like why do i have to wait for 5 7 days before i transfer my money to my accou not NOT_from NOT_this NOT_stupid NOT_pandapay there staff is not NOT_supportive NOT_at NOT_all they cannot NOT_do NOT_anything NOT_to NOT_help you at all i've experienced it multiple times they are just a bunch of robbers not NOT_recommended NOT_please NOT_delete NOT_this application and make these people suffer for robbing innoce not NOT_people NOT_like NOT_us,negative,foodpanda_reviews.csv,1,,
239,Good app. Really makes ordering food easier,good app really makes ordering food easier,positive,foodpanda_reviews.csv,4,,
240,Really good 👍🏾,really good good medium dark skin tone,positive,foodpanda_reviews.csv,1,,
241,Very nice delivery app 👍👍,very nice delivery app good good,positive,foodpanda_reviews.csv,5,,
242,User friendly and offers many discount voucher,user friendly and offers many discou not NOT_voucher,positive,grab_reviews.csv,5,,
243,"Sangat susah nak guna ""search"", tak pernah jumpa, walaupn restoran tu mmg ada foodpanda",sangat susah nak guna search not NOT_pernah NOT_jumpa walaupn restoran tu mmg ada foodpanda,neutral,foodpanda_reviews.csv,1,,
244,Worst experience didn't get any reply from food panda and they gave me wrong order,worst experience did not NOT_get NOT_any NOT_reply NOT_from food panda and they gave me wrong order,negative,foodpanda_reviews.csv,1,,
245,Its too good app lve it,its too good app lve it,positive,foodpanda_reviews.csv,1,,
246,cant pay cant make an order cant but can take my money into grab wallet and cant even use it,ca not NOT_pay NOT_ca not NOT_make NOT_an NOT_order NOT_ca not but can take my money into grab wallet and ca not NOT_even NOT_use NOT_it CONTRAST_FOCUS can take my money into grab wallet and ca not NOT_even NOT_use NOT_it CONTRAST_FOCUS can take my money into grab wallet and ca not NOT_even NOT_use NOT_it,neutral,grab_reviews.csv,1,,
247,Can i make a order before iftari ???,can i make a order before iftari,neutral,foodpanda_reviews.csv,4,,
248,Nice job. Great job,nice job great job,positive,foodpanda_reviews.csv,4,,
249,Improve areas for more accuracy,improve areas for more accuracy,positive,grab_reviews.csv,5,,
250,"Pake selfie segala, wtf",pake selfie segala wtf,negative,grab_reviews.csv,1,,
251,App always says temporarily unavailable...,app always says temporarily unavailable,neutral,foodpanda_reviews.csv,5,,
252,A horrible experience with the app. Need good developers big time. Very poor integration with fb for signin,a horrible experience with the app need good developers big time very poor integration with fb for signin,negative,foodpanda_reviews.csv,1,,
253,Try...!!,try,neutral,grab_reviews.csv,5,,
254,Poor service it cancelled my order every time i use CASH ON DELIVERY GGRR!!!,poor service it cancelled my order every time i use cash on delivery ggrr,negative,foodpanda_reviews.csv,1,,
255,problema ko ay yong auto grammar sa chat mali-mali mga translate sa english pag ng chat ka sa driver,problema ko ay yong auto grammar sa chat mali mali mga translate sa english pag ng chat ka sa driver,neutral,foodpanda_reviews.csv,1,,
256,"Quite useful for travelling from one place to another. A lot cheaper than taxis. However, the app needs to upgrade its pinpoint features.",quite useful for travelling from one place to another a lot cheaper than taxis however the app needs to upgrade its pinpoi not NOT_features CONTRAST_FOCUS the app needs to upgrade its pinpoi not NOT_features CONTRAST_FOCUS the app needs to upgrade its pinpoi not NOT_features,neutral,grab_reviews.csv,4,,
257,বার বার আপডেট খুজে + এজেন্টের সাথে কথা বলা যায় না সহজে😡,angry,negative,foodpanda_reviews.csv,1,,
258,"This app is stupid, it took me almost 2 hours on verifying my comtact number and still I kept resending and resending the damn verification code. The F??",this app is stupid it took me almost 2 hours on verifying my comtact number and still i kept resending and resending the damn verification code the f,negative,foodpanda_reviews.csv,1,,
259,Finally added the option to have a list of favourites. Very good.,finally added the option to have a list of favourites very good,positive,foodpanda_reviews.csv,5,,
260,Bad teruk,bad terrible,negative,grab_reviews.csv,1,,
261,"Terrible apapplication, they have not complete map, missing adress there and even business shops. Try update your 5 year old map or use google map! Who can even use this app?",terrible apapplication they have not NOT_complete NOT_map missing adress there and even business shops try update your 5 year old map or use google map who can even use this app,negative,grab_reviews.csv,1,,
262,1 star rating for a shittt and greedy conpany,1 star rating for a shit and greedy conpany,negative,foodpanda_reviews.csv,1,,
263,Love this app❤❤❤ Very helpful 🌹🌹🌹,love this app love love love very helpful rose rose rose,positive,foodpanda_reviews.csv,5,,
264,Bery bad,bery bad,negative,foodpanda_reviews.csv,2,,
265,Poor response after one time verification code.,poor response after one time verification code,negative,foodpanda_reviews.csv,1,,
266,Need update for gcash payments voucher,need update for gcash payments voucher,neutral,foodpanda_reviews.csv,5,,
267,Most of the Restaurants are unavailable. Looks like Foodpanda can't cope up with the inflation.,most of the restaurants are unavailable looks like foodpanda cannot NOT_cope NOT_up NOT_with NOT_the inflation,positive,foodpanda_reviews.csv,1,,
268,Delivered wrong item and rotten fruits but foodpanda is not refunding,delivered wrong item and rotten fruits but foodpanda is not NOT_refunding CONTRAST_FOCUS foodpanda is not NOT_refunding CONTRAST_FOCUS foodpanda is not NOT_refunding,neutral,foodpanda_reviews.csv,1,,
269,That's cool!!!! It's amazing♥️ if I order it so it's 2 min coming to my house.. That's cool😊♥️,that is cool it is amazing heart suit if i order it so it is 2 min coming to my house that is cool smiling face with smiling eyes heart suit,positive,foodpanda_reviews.csv,5,,
270,wow. its nice,wow its nice,positive,grab_reviews.csv,5,,
271,Very Poor Service 👎👎,very poor service bad bad,negative,foodpanda_reviews.csv,1,,
272,The app has some problems ...not able to make online payments. Uninstalled and reinstalled the app. Still not working.,the app has some problems not NOT_able NOT_to NOT_make NOT_online payments uninstalled and reinstalled the app still broken,negative,foodpanda_reviews.csv,2,,
273,Doesnt feel 5star yet,does not NOT_feel NOT_5 NOT_star yet,neutral,grab_reviews.csv,4,,
274,BBC radio and,bbc radio and,neutral,foodpanda_reviews.csv,3,,
275,"very useful apps, easy",very useful apps easy,positive,grab_reviews.csv,5,,
276,dpt promo mulu asiik,dpt promo mulu asiik,neutral,grab_reviews.csv,5,,
277,"Saya dah login guna nombor telefon.Bila nak pesan,app suruh verify nombor telefon.Bila dah isi,app kata nombor dah daftar sila login.Sedangkan dah login pun.Harey.",saya dah login guna nombor telefon bila nak pesan app suruh verify nombor telefon bila dah isi app kata nombor dah daftar sila login sedangkan dah login harey,neutral,foodpanda_reviews.csv,1,,
278,I do set the correct location. When the order paid. Then the location address wrong. I seldom encounter this problem. I don't encourage to use this app.,i do set the correct location when the order paid then the location address wrong i seldom encounter this problem i do not NOT_encourage NOT_to NOT_use NOT_this app,negative,foodpanda_reviews.csv,1,,
279,Foodpanda is bad experience because my order cancel and do not meet refund,foodpanda is bad experience because my order cancel and do not NOT_meet NOT_refund,negative,foodpanda_reviews.csv,1,,
280,Lol good app,lol good app,positive,foodpanda_reviews.csv,4,,
281,warbyasah! 👍,warbyasah good,positive,grab_reviews.csv,5,,
282,Wala Cancel na kayo.. may bad scheme kayo sa pag remit ng mga partnered businesses nyo.,wala cancel na kayo may bad scheme kayo sa pag remit ng mga partnered businesses nyo,negative,foodpanda_reviews.csv,1,,
283,tolong tambah cawangan dkt area pasir putih kelantan,tolong tambah cawangan dkt area pasir putih kelantan,neutral,foodpanda_reviews.csv,4,,
284,delicious food try again inshallah,delicious food try again inshallah,positive,foodpanda_reviews.csv,5,,
