pattern_id,review,text_sentiment,language_pattern,pattern_type,review_processed,label_text,source_file,review_rating,normalized_key,vader_compound,textblob_polarity,textblob_subjectivity,label_source
TR0129,"Delivery started late, however app senang guna.",positive,English/Malay/Manglish,contrast_tail,delivery started late however app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"delivery started late, however app senang guna.",,,,team-curated linguistic pattern label
TR0130,"Delivery started late, yet customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,delivery started late yet customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"delivery started late, yet customer service memang mantap.",,,,team-curated linguistic pattern label
TR0131,"Packaging looked damaged, tetapi the food was excellent.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged but the food was excellent not CONTRAST_FOCUS the food was excellent not CONTRAST_FOCUS the food was excellent not,the food was excellent not.,curated_multilingual_patterns,,"packaging looked damaged, tetapi the food was excellent.",,,,team-curated linguistic pattern label
TR0132,"Packaging looked damaged, but I loved the meal.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged but i loved the meal CONTRAST_FOCUS i loved the meal CONTRAST_FOCUS i loved the meal,i loved the meal.,curated_multilingual_patterns,,"packaging looked damaged, but i loved the meal.",,,,team-curated linguistic pattern label
TR0133,"Packaging looked damaged, however the driver was very helpful.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged however the driver was very helpful CONTRAST_FOCUS the driver was very helpful CONTRAST_FOCUS the driver was very helpful,the driver was very helpful.,curated_multilingual_patterns,,"packaging looked damaged, however the driver was very helpful.",,,,team-curated linguistic pattern label
TR0134,"Packaging looked damaged, yet I would order again.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged yet i would order again CONTRAST_FOCUS i would order again CONTRAST_FOCUS i would order again,i would order again.,curated_multilingual_patterns,,"packaging looked damaged, yet i would order again.",,,,team-curated linguistic pattern label
TR0135,"Packaging looked damaged, tapi everything ended well.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged but everything ended well CONTRAST_FOCUS everything ended well CONTRAST_FOCUS everything ended well,everything ended well.,curated_multilingual_patterns,,"packaging looked damaged, tapi everything ended well.",,,,team-curated linguistic pattern label
TR0136,"Packaging looked damaged, tetapi makanan sedap gila.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged but makanan very delicious CONTRAST_FOCUS makanan very delicious CONTRAST_FOCUS makanan very delicious,makanan very delicious.,curated_multilingual_patterns,,"packaging looked damaged, tetapi makanan sedap gila.",,,,team-curated linguistic pattern label
TR0137,"Packaging looked damaged, but saya sangat puas hati.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged but saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied,saya sangat satisfied.,curated_multilingual_patterns,,"packaging looked damaged, but saya sangat puas hati.",,,,team-curated linguistic pattern label
TR0138,"Packaging looked damaged, however delivery cepat dan bagus.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged however delivery fast dan good CONTRAST_FOCUS delivery fast dan good CONTRAST_FOCUS delivery fast dan good,delivery fast dan good.,curated_multilingual_patterns,,"packaging looked damaged, however delivery cepat dan bagus.",,,,team-curated linguistic pattern label
TR0139,"Packaging looked damaged, yet app senang guna.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged yet app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"packaging looked damaged, yet app senang guna.",,,,team-curated linguistic pattern label
TR0140,"Packaging looked damaged, tapi customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,packaging looked damaged but customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"packaging looked damaged, tapi customer service memang mantap.",,,,team-curated linguistic pattern label
TR0141,"Harga agak mahal, but the food was excellent.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive but the food was excellent not CONTRAST_FOCUS the food was excellent not CONTRAST_FOCUS the food was excellent not,the food was excellent not.,curated_multilingual_patterns,,"harga agak mahal, but the food was excellent.",,,,team-curated linguistic pattern label
TR0142,"Harga agak mahal, however I loved the meal.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive however i loved the meal CONTRAST_FOCUS i loved the meal CONTRAST_FOCUS i loved the meal,i loved the meal.,curated_multilingual_patterns,,"harga agak mahal, however i loved the meal.",,,,team-curated linguistic pattern label
TR0143,"Harga agak mahal, yet the driver was very helpful.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive yet the driver was very helpful CONTRAST_FOCUS the driver was very helpful CONTRAST_FOCUS the driver was very helpful,the driver was very helpful.,curated_multilingual_patterns,,"harga agak mahal, yet the driver was very helpful.",,,,team-curated linguistic pattern label
TR0144,"Harga agak mahal, tapi I would order again.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive but i would order again CONTRAST_FOCUS i would order again CONTRAST_FOCUS i would order again,i would order again.,curated_multilingual_patterns,,"harga agak mahal, tapi i would order again.",,,,team-curated linguistic pattern label
TR0145,"Harga agak mahal, tetapi everything ended well.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive but everything ended well CONTRAST_FOCUS everything ended well CONTRAST_FOCUS everything ended well,everything ended well.,curated_multilingual_patterns,,"harga agak mahal, tetapi everything ended well.",,,,team-curated linguistic pattern label
TR0146,"Harga agak mahal, but makanan sedap gila.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive but makanan very delicious CONTRAST_FOCUS makanan very delicious CONTRAST_FOCUS makanan very delicious,makanan very delicious.,curated_multilingual_patterns,,"harga agak mahal, but makanan sedap gila.",,,,team-curated linguistic pattern label
TR0147,"Harga agak mahal, however saya sangat puas hati.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive however saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied,saya sangat satisfied.,curated_multilingual_patterns,,"harga agak mahal, however saya sangat puas hati.",,,,team-curated linguistic pattern label
TR0148,"Harga agak mahal, yet delivery cepat dan bagus.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive yet delivery fast dan good CONTRAST_FOCUS delivery fast dan good CONTRAST_FOCUS delivery fast dan good,delivery fast dan good.,curated_multilingual_patterns,,"harga agak mahal, yet delivery cepat dan bagus.",,,,team-curated linguistic pattern label
TR0149,"Harga agak mahal, tapi app senang guna.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive but app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"harga agak mahal, tapi app senang guna.",,,,team-curated linguistic pattern label
TR0150,"Harga agak mahal, tetapi customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,harga agak expensive but customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"harga agak mahal, tetapi customer service memang mantap.",,,,team-curated linguistic pattern label
TR0151,"Mula mula service lambat, however the food was excellent.",positive,English/Malay/Manglish,contrast_tail,mula mula service late however the food was excellent not CONTRAST_FOCUS the food was excellent not CONTRAST_FOCUS the food was excellent not,the food was excellent not.,curated_multilingual_patterns,,"mula mula service lambat, however the food was excellent.",,,,team-curated linguistic pattern label
TR0152,"Mula mula service lambat, yet I loved the meal.",positive,English/Malay/Manglish,contrast_tail,mula mula service late yet i loved the meal CONTRAST_FOCUS i loved the meal CONTRAST_FOCUS i loved the meal,i loved the meal.,curated_multilingual_patterns,,"mula mula service lambat, yet i loved the meal.",,,,team-curated linguistic pattern label
TR0153,"Mula mula service lambat, tapi the driver was very helpful.",positive,English/Malay/Manglish,contrast_tail,mula mula service late but the driver was very helpful CONTRAST_FOCUS the driver was very helpful CONTRAST_FOCUS the driver was very helpful,the driver was very helpful.,curated_multilingual_patterns,,"mula mula service lambat, tapi the driver was very helpful.",,,,team-curated linguistic pattern label
TR0154,"Mula mula service lambat, tetapi I would order again.",positive,English/Malay/Manglish,contrast_tail,mula mula service late but i would order again CONTRAST_FOCUS i would order again CONTRAST_FOCUS i would order again,i would order again.,curated_multilingual_patterns,,"mula mula service lambat, tetapi i would order again.",,,,team-curated linguistic pattern label
TR0155,"Mula mula service lambat, but everything ended well.",positive,English/Malay/Manglish,contrast_tail,mula mula service late but everything ended well CONTRAST_FOCUS everything ended well CONTRAST_FOCUS everything ended well,everything ended well.,curated_multilingual_patterns,,"mula mula service lambat, but everything ended well.",,,,team-curated linguistic pattern label
TR0156,"Mula mula service lambat, however makanan sedap gila.",positive,English/Malay/Manglish,contrast_tail,mula mula service late however makanan very delicious CONTRAST_FOCUS makanan very delicious CONTRAST_FOCUS makanan very delicious,makanan very delicious.,curated_multilingual_patterns,,"mula mula service lambat, however makanan sedap gila.",,,,team-curated linguistic pattern label
TR0157,"Mula mula service lambat, yet saya sangat puas hati.",positive,English/Malay/Manglish,contrast_tail,mula mula service late yet saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied,saya sangat satisfied.,curated_multilingual_patterns,,"mula mula service lambat, yet saya sangat puas hati.",,,,team-curated linguistic pattern label
TR0158,"Mula mula service lambat, tapi delivery cepat dan bagus.",positive,English/Malay/Manglish,contrast_tail,mula mula service late but delivery fast dan good CONTRAST_FOCUS delivery fast dan good CONTRAST_FOCUS delivery fast dan good,delivery fast dan good.,curated_multilingual_patterns,,"mula mula service lambat, tapi delivery cepat dan bagus.",,,,team-curated linguistic pattern label
TR0159,"Mula mula service lambat, tetapi app senang guna.",positive,English/Malay/Manglish,contrast_tail,mula mula service late but app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"mula mula service lambat, tetapi app senang guna.",,,,team-curated linguistic pattern label
TR0160,"Mula mula service lambat, but customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,mula mula service late but customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"mula mula service lambat, but customer service memang mantap.",,,,team-curated linguistic pattern label
TR0161,"Driver tersalah jalan, yet the food was excellent.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan yet the food was excellent not CONTRAST_FOCUS the food was excellent not CONTRAST_FOCUS the food was excellent not,the food was excellent not.,curated_multilingual_patterns,,"driver tersalah jalan, yet the food was excellent.",,,,team-curated linguistic pattern label
TR0162,"Driver tersalah jalan, tapi I loved the meal.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan but i loved the meal CONTRAST_FOCUS i loved the meal CONTRAST_FOCUS i loved the meal,i loved the meal.,curated_multilingual_patterns,,"driver tersalah jalan, tapi i loved the meal.",,,,team-curated linguistic pattern label
TR0163,"Driver tersalah jalan, tetapi the driver was very helpful.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan but the driver was very helpful CONTRAST_FOCUS the driver was very helpful CONTRAST_FOCUS the driver was very helpful,the driver was very helpful.,curated_multilingual_patterns,,"driver tersalah jalan, tetapi the driver was very helpful.",,,,team-curated linguistic pattern label
TR0164,"Driver tersalah jalan, but I would order again.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan but i would order again CONTRAST_FOCUS i would order again CONTRAST_FOCUS i would order again,i would order again.,curated_multilingual_patterns,,"driver tersalah jalan, but i would order again.",,,,team-curated linguistic pattern label
TR0165,"Driver tersalah jalan, however everything ended well.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan however everything ended well CONTRAST_FOCUS everything ended well CONTRAST_FOCUS everything ended well,everything ended well.,curated_multilingual_patterns,,"driver tersalah jalan, however everything ended well.",,,,team-curated linguistic pattern label
TR0166,"Driver tersalah jalan, yet makanan sedap gila.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan yet makanan very delicious CONTRAST_FOCUS makanan very delicious CONTRAST_FOCUS makanan very delicious,makanan very delicious.,curated_multilingual_patterns,,"driver tersalah jalan, yet makanan sedap gila.",,,,team-curated linguistic pattern label
TR0167,"Driver tersalah jalan, tapi saya sangat puas hati.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan but saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied,saya sangat satisfied.,curated_multilingual_patterns,,"driver tersalah jalan, tapi saya sangat puas hati.",,,,team-curated linguistic pattern label
TR0168,"Driver tersalah jalan, tetapi delivery cepat dan bagus.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan but delivery fast dan good CONTRAST_FOCUS delivery fast dan good CONTRAST_FOCUS delivery fast dan good,delivery fast dan good.,curated_multilingual_patterns,,"driver tersalah jalan, tetapi delivery cepat dan bagus.",,,,team-curated linguistic pattern label
TR0169,"Driver tersalah jalan, but app senang guna.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan but app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"driver tersalah jalan, but app senang guna.",,,,team-curated linguistic pattern label
TR0170,"Driver tersalah jalan, however customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,driver tersalah jalan however customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"driver tersalah jalan, however customer service memang mantap.",,,,team-curated linguistic pattern label
TR0171,"Food arrived cold, tapi the food was excellent.",positive,English/Malay/Manglish,contrast_tail,food arrived cold but the food was excellent not CONTRAST_FOCUS the food was excellent not CONTRAST_FOCUS the food was excellent not,the food was excellent not.,curated_multilingual_patterns,,"food arrived cold, tapi the food was excellent.",,,,team-curated linguistic pattern label
TR0172,"Food arrived cold, tetapi I loved the meal.",positive,English/Malay/Manglish,contrast_tail,food arrived cold but i loved the meal CONTRAST_FOCUS i loved the meal CONTRAST_FOCUS i loved the meal,i loved the meal.,curated_multilingual_patterns,,"food arrived cold, tetapi i loved the meal.",,,,team-curated linguistic pattern label
TR0173,"Food arrived cold, but the driver was very helpful.",positive,English/Malay/Manglish,contrast_tail,food arrived cold but the driver was very helpful CONTRAST_FOCUS the driver was very helpful CONTRAST_FOCUS the driver was very helpful,the driver was very helpful.,curated_multilingual_patterns,,"food arrived cold, but the driver was very helpful.",,,,team-curated linguistic pattern label
TR0174,"Food arrived cold, however I would order again.",positive,English/Malay/Manglish,contrast_tail,food arrived cold however i would order again CONTRAST_FOCUS i would order again CONTRAST_FOCUS i would order again,i would order again.,curated_multilingual_patterns,,"food arrived cold, however i would order again.",,,,team-curated linguistic pattern label
TR0175,"Food arrived cold, yet everything ended well.",positive,English/Malay/Manglish,contrast_tail,food arrived cold yet everything ended well CONTRAST_FOCUS everything ended well CONTRAST_FOCUS everything ended well,everything ended well.,curated_multilingual_patterns,,"food arrived cold, yet everything ended well.",,,,team-curated linguistic pattern label
TR0176,"Food arrived cold, tapi makanan sedap gila.",positive,English/Malay/Manglish,contrast_tail,food arrived cold but makanan very delicious CONTRAST_FOCUS makanan very delicious CONTRAST_FOCUS makanan very delicious,makanan very delicious.,curated_multilingual_patterns,,"food arrived cold, tapi makanan sedap gila.",,,,team-curated linguistic pattern label
TR0177,"Food arrived cold, tetapi saya sangat puas hati.",positive,English/Malay/Manglish,contrast_tail,food arrived cold but saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied,saya sangat satisfied.,curated_multilingual_patterns,,"food arrived cold, tetapi saya sangat puas hati.",,,,team-curated linguistic pattern label
TR0178,"Food arrived cold, but delivery cepat dan bagus.",positive,English/Malay/Manglish,contrast_tail,food arrived cold but delivery fast dan good CONTRAST_FOCUS delivery fast dan good CONTRAST_FOCUS delivery fast dan good,delivery fast dan good.,curated_multilingual_patterns,,"food arrived cold, but delivery cepat dan bagus.",,,,team-curated linguistic pattern label
TR0179,"Food arrived cold, however app senang guna.",positive,English/Malay/Manglish,contrast_tail,food arrived cold however app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"food arrived cold, however app senang guna.",,,,team-curated linguistic pattern label
TR0180,"Food arrived cold, yet customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,food arrived cold yet customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"food arrived cold, yet customer service memang mantap.",,,,team-curated linguistic pattern label
TR0181,"Checkout had a problem, tetapi the food was excellent.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem but the food was excellent not CONTRAST_FOCUS the food was excellent not CONTRAST_FOCUS the food was excellent not,the food was excellent not.,curated_multilingual_patterns,,"checkout had a problem, tetapi the food was excellent.",,,,team-curated linguistic pattern label
TR0182,"Checkout had a problem, but I loved the meal.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem but i loved the meal CONTRAST_FOCUS i loved the meal CONTRAST_FOCUS i loved the meal,i loved the meal.,curated_multilingual_patterns,,"checkout had a problem, but i loved the meal.",,,,team-curated linguistic pattern label
TR0183,"Checkout had a problem, however the driver was very helpful.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem however the driver was very helpful CONTRAST_FOCUS the driver was very helpful CONTRAST_FOCUS the driver was very helpful,the driver was very helpful.,curated_multilingual_patterns,,"checkout had a problem, however the driver was very helpful.",,,,team-curated linguistic pattern label
TR0184,"Checkout had a problem, yet I would order again.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem yet i would order again CONTRAST_FOCUS i would order again CONTRAST_FOCUS i would order again,i would order again.,curated_multilingual_patterns,,"checkout had a problem, yet i would order again.",,,,team-curated linguistic pattern label
TR0185,"Checkout had a problem, tapi everything ended well.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem but everything ended well CONTRAST_FOCUS everything ended well CONTRAST_FOCUS everything ended well,everything ended well.,curated_multilingual_patterns,,"checkout had a problem, tapi everything ended well.",,,,team-curated linguistic pattern label
TR0186,"Checkout had a problem, tetapi makanan sedap gila.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem but makanan very delicious CONTRAST_FOCUS makanan very delicious CONTRAST_FOCUS makanan very delicious,makanan very delicious.,curated_multilingual_patterns,,"checkout had a problem, tetapi makanan sedap gila.",,,,team-curated linguistic pattern label
TR0187,"Checkout had a problem, but saya sangat puas hati.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem but saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied,saya sangat satisfied.,curated_multilingual_patterns,,"checkout had a problem, but saya sangat puas hati.",,,,team-curated linguistic pattern label
TR0188,"Checkout had a problem, however delivery cepat dan bagus.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem however delivery fast dan good CONTRAST_FOCUS delivery fast dan good CONTRAST_FOCUS delivery fast dan good,delivery fast dan good.,curated_multilingual_patterns,,"checkout had a problem, however delivery cepat dan bagus.",,,,team-curated linguistic pattern label
TR0189,"Checkout had a problem, yet app senang guna.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem yet app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"checkout had a problem, yet app senang guna.",,,,team-curated linguistic pattern label
TR0190,"Checkout had a problem, tapi customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,checkout had a problem but customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"checkout had a problem, tapi customer service memang mantap.",,,,team-curated linguistic pattern label
TR0191,"The order was almost cancelled, but the food was excellent.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled but the food was excellent not CONTRAST_FOCUS the food was excellent not CONTRAST_FOCUS the food was excellent not,the food was excellent not.,curated_multilingual_patterns,,"the order was almost cancelled, but the food was excellent.",,,,team-curated linguistic pattern label
TR0192,"The order was almost cancelled, however I loved the meal.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled however i loved the meal CONTRAST_FOCUS i loved the meal CONTRAST_FOCUS i loved the meal,i loved the meal.,curated_multilingual_patterns,,"the order was almost cancelled, however i loved the meal.",,,,team-curated linguistic pattern label
TR0193,"The order was almost cancelled, yet the driver was very helpful.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled yet the driver was very helpful CONTRAST_FOCUS the driver was very helpful CONTRAST_FOCUS the driver was very helpful,the driver was very helpful.,curated_multilingual_patterns,,"the order was almost cancelled, yet the driver was very helpful.",,,,team-curated linguistic pattern label
TR0194,"The order was almost cancelled, tapi I would order again.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled but i would order again CONTRAST_FOCUS i would order again CONTRAST_FOCUS i would order again,i would order again.,curated_multilingual_patterns,,"the order was almost cancelled, tapi i would order again.",,,,team-curated linguistic pattern label
TR0195,"The order was almost cancelled, tetapi everything ended well.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled but everything ended well CONTRAST_FOCUS everything ended well CONTRAST_FOCUS everything ended well,everything ended well.,curated_multilingual_patterns,,"the order was almost cancelled, tetapi everything ended well.",,,,team-curated linguistic pattern label
TR0196,"The order was almost cancelled, but makanan sedap gila.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled but makanan very delicious CONTRAST_FOCUS makanan very delicious CONTRAST_FOCUS makanan very delicious,makanan very delicious.,curated_multilingual_patterns,,"the order was almost cancelled, but makanan sedap gila.",,,,team-curated linguistic pattern label
TR0197,"The order was almost cancelled, however saya sangat puas hati.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled however saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied CONTRAST_FOCUS saya sangat satisfied,saya sangat satisfied.,curated_multilingual_patterns,,"the order was almost cancelled, however saya sangat puas hati.",,,,team-curated linguistic pattern label
TR0198,"The order was almost cancelled, yet delivery cepat dan bagus.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled yet delivery fast dan good CONTRAST_FOCUS delivery fast dan good CONTRAST_FOCUS delivery fast dan good,delivery fast dan good.,curated_multilingual_patterns,,"the order was almost cancelled, yet delivery cepat dan bagus.",,,,team-curated linguistic pattern label
TR0199,"The order was almost cancelled, tapi app senang guna.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled but app senang guna CONTRAST_FOCUS app senang guna CONTRAST_FOCUS app senang guna,app senang guna.,curated_multilingual_patterns,,"the order was almost cancelled, tapi app senang guna.",,,,team-curated linguistic pattern label
TR0200,"The order was almost cancelled, tetapi customer service memang mantap.",positive,English/Malay/Manglish,contrast_tail,the order was almost cancelled but customer service memang excellent CONTRAST_FOCUS customer service memang excellent CONTRAST_FOCUS customer service memang excellent,customer service memang excellent.,curated_multilingual_patterns,,"the order was almost cancelled, tetapi customer service memang mantap.",,,,team-curated linguistic pattern label
TR0201,Food is not good,negative,English/Malay/Manglish/emoji,direct_or_negation,food is bad,food is bad,curated_multilingual_patterns,,food is not good,,,,team-curated linguistic pattern label
TR0202,I don't like this food,negative,English/Malay/Manglish/emoji,direct_or_negation,i dislike this food,i dislike this food,curated_multilingual_patterns,,i don't like this food,,,,team-curated linguistic pattern label
TR0203,The meal was not fresh,negative,English/Malay/Manglish/emoji,direct_or_negation,the meal was stale,the meal was stale,curated_multilingual_patterns,,the meal was not fresh,,,,team-curated linguistic pattern label
TR0204,Driver never arrived,negative,English/Malay/Manglish/emoji,direct_or_negation,driver missing delivery,driver missing delivery,curated_multilingual_patterns,,driver never arrived,,,,team-curated linguistic pattern label
TR0205,The voucher cannot be used,negative,English/Malay/Manglish/emoji,direct_or_negation,the voucher cannot NOT_be NOT_used,the voucher cannot be used,curated_multilingual_patterns,,the voucher cannot be used,,,,team-curated linguistic pattern label
TR0206,Service not helpful,negative,English/Malay/Manglish/emoji,direct_or_negation,service not NOT_helpful,service not helpful,curated_multilingual_patterns,,service not helpful,,,,team-curated linguistic pattern label
TR0207,Makanan tak sedap,negative,English/Malay/Manglish/emoji,direct_or_negation,makanan bad tasting,makanan bad tasting,curated_multilingual_patterns,,makanan tak sedap,,,,team-curated linguistic pattern label
TR0208,Saya tak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,saya dissatisfied,saya dissatisfied,curated_multilingual_patterns,,saya tak puas hati,,,,team-curated linguistic pattern label
TR0209,App tak boleh guna,negative,English/Malay/Manglish/emoji,direct_or_negation,app unusable,app unusable,curated_multilingual_patterns,,app tak boleh guna,,,,team-curated linguistic pattern label
TR0210,Saya memang kecewa dan tak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,saya memang kecewa dan dissatisfied,saya memang kecewa dan dissatisfied,curated_multilingual_patterns,,saya memang kecewa dan tak puas hati,,,,team-curated linguistic pattern label
TR0211,Memang tak puas hati dengan service,negative,English/Malay/Manglish/emoji,direct_or_negation,very dissatisfied dengan service,very dissatisfied dengan service,curated_multilingual_patterns,,memang tak puas hati dengan service,,,,team-curated linguistic pattern label
TR0212,Order belum sampai,negative,English/Malay/Manglish/emoji,direct_or_negation,order not NOT_arrived yet,order not arrived yet,curated_multilingual_patterns,,order belum sampai,,,,team-curated linguistic pattern label
TR0213,Service memang teruk,negative,English/Malay/Manglish/emoji,direct_or_negation,service memang terrible,service memang terrible,curated_multilingual_patterns,,service memang teruk,,,,team-curated linguistic pattern label
TR0214,Food basi dan sejuk,negative,English/Malay/Manglish/emoji,direct_or_negation,food stale dan cold,food stale dan cold,curated_multilingual_patterns,,food basi dan sejuk,,,,team-curated linguistic pattern label
TR0215,Delivery lambat gila,negative,English/Malay/Manglish/emoji,direct_or_negation,delivery very late,delivery very late,curated_multilingual_patterns,,delivery lambat gila,,,,team-curated linguistic pattern label
TR0216,Tak bagus langsung,negative,English/Malay/Manglish/emoji,direct_or_negation,bad langsung,bad langsung,curated_multilingual_patterns,,tak bagus langsung,,,,team-curated linguistic pattern label
TR0217,Harga mahal tapi portion kecil,negative,English/Malay/Manglish/emoji,direct_or_negation,harga expensive but portion kecil CONTRAST_FOCUS portion kecil CONTRAST_FOCUS portion kecil,portion kecil,curated_multilingual_patterns,,harga mahal tapi portion kecil,,,,team-curated linguistic pattern label
TR0218,Food 🤮,negative,English/Malay/Manglish/emoji,direct_or_negation,food disgusting,food disgusting,curated_multilingual_patterns,,food 🤮,,,,team-curated linguistic pattern label
TR0219,Driver sangat rude 😡,negative,English/Malay/Manglish/emoji,direct_or_negation,driver sangat rude angry,driver sangat rude angry,curated_multilingual_patterns,,driver sangat rude 😡,,,,team-curated linguistic pattern label
TR0220,Worst service ever,negative,English/Malay/Manglish/emoji,direct_or_negation,worst service ever,worst service ever,curated_multilingual_patterns,,worst service ever,,,,team-curated linguistic pattern label
TR0221,The app keeps crashing,negative,English/Malay/Manglish/emoji,direct_or_negation,the app keeps crashing,the app keeps crashing,curated_multilingual_patterns,,the app keeps crashing,,,,team-curated linguistic pattern label
TR0222,I will not order again,negative,English/Malay/Manglish/emoji,direct_or_negation,i will not NOT_order NOT_again,i will not order again,curated_multilingual_patterns,,i will not order again,,,,team-curated linguistic pattern label
TR0223,Tak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,dissatisfied,dissatisfied,curated_multilingual_patterns,,tak puas hati,,,,team-curated linguistic pattern label
TR0224,Tidak puas hati,negative,English/Malay/Manglish/emoji,direct_or_negation,dissatisfied,dissatisfied,curated_multilingual_patterns,,tidak puas hati,,,,team-curated linguistic pattern label
